review,sentiment
"1 out of 10.<br /><br />This is the kind of movie that you cant believe you just wasted 2 hours of your life as you see the credits role. I honestly think I could make a better Vampire movie.... and I know nothing. The only thing that does not just suck (harder than a Vampire) is Jason Scott Lee.... his character is at least a little bit cool, has some mystery, and kicks a little butt.",negative
i was like watching it right and i was all like oh this is so totally awesome-full and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the British people and i think that the doctor is very a good doctor in his way of doing such wonderful doctor-y things and he was a very strange man and i was like maybe i won't like this guy because hes a new doctor and i like the old doctor thats not this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking,positive
"The operative rule in the making of this film seems to have been ""never make a 1 minute scene when you can make it a 10 minute scene."" This was a principle set right from the start with an interminably long portrayal of the graduation of the Harvard class of 1870. The point of that scene, I suppose, was to introduce some of the primary figures in the story and give a bit of their background - which is somewhat effective when comparing the idealism of the Harvard graduation ceremony to the realism of life in Johnson County, Wyoming, but it just keeps going and going, and that sets the stage for a film that features repeated stretches of mind-numbing nothingness, made even worse by the fact that I found a significant amount of the dialogue to be almost incoherent. In the end, I couldn't even watch this in one sitting. I got through about half of it and had to set it aside for a couple of days before I could drag myself back to see how it turned out.<br /><br />My reaction to this movie in many ways is a shame, because there are positives here. The performances are generally of a high calibre, especially from Kris Kristofersson as Averill, Christopher Walken as Champion and Isabelle Huppert as Ella. The basic story - interspersed as it is around that ever-present mind-numbing nothingness - is potentially interesting, focusing on the efforts of immigrants to establish themselves in Johnson County and a local cattle company's efforts to stop them by killing a number of them in collaboration with the government and the military. There's also some absolutely breathtaking scenery shots. Having said that, the whole thing could frankly have been done in half the time - and should have been. In the end, all those potential positives are washed out by - again - the mind-numbing nothingness that the movie seems to revolve around. Seriously - 2/10.",negative
"I bought this movie sight unseen at a sci-fi convention and I got what I deserved for doing something so silly. Simply put this movie is implausible, boring and unwatchable.<br /><br />I was so bored and disgusted with the lack of plot development that I turned it off to watch a repeat of Mythbusters. I understand that this was a very low budget move, or least it looked like a very low budget move, but that does not excuse the horrible acting, terrible plot and even worse camera work. It looks like something a group of college students did in between classes and getting drunk.<br /><br />Maybe if the villain wasn't so laughable and the plot was something that actually could happen in real life with respect to law enforcement it might become so bad it's funny. This movie isn't funny, it's just bad.",negative
"Yowsa! If you REALLY want some ACTION, check out the babes and bombs on this non-stop thriller! Veteran star MARTIN SHEEN leads a trio of supermodels on a mission to stop nuclear terrorism... but director Dean Hamilton doesn't let this heavy plotline get in the way of massive doses of TEENSY-SWIMSUIT scenes, jiggly beach jogs, hubba-hubba hot tubs and the like! Want action? You'll get more of it here than in PEARL HARBOR. Want babes? You'll get an eyeful every two minutes. Want more? Go out and BUY THIS VIDEO! Yowsa, Yowsa, Yowsa! That's some mighty spicy meatballs!!!",positive
"An Insomniac's Nightmare is the story of a man's plunge into insanity. Having chronic Insomnia, Jack is plagued by hallucinations; causing him to try and determine what is real and what isn't.<br /><br />We find out interesting things about Jack near the end, and think that by the time the movie is over we will have a ""happily ever after"" Hollywood ending. Wrong. This is New York City, the place where nobody sleeps.<br /><br />Tess Nanavati (Writer and Director) has herself a good film in 'An Insomniac's Nightmare'. A talented filmmaker and writer (she made this film right after her High School Graduation), she has real potential and will be one to watch in the upcoming future.<br /><br />As I watched this short film I was constantly uncomfortable; between the music, bleak scenery, and realistic portrayal of an insomniac by Dominic Monaghan (as Jack), I desperately wanted to turn this off at times just to escape from it.",positive
"There are other reviews here expressing similar views, but I still feel impelled to add my comments. The film is generally well-made from a technical point of view, apart from possibly being too long. The acting is mostly very good, although Kevin Spacey isn't given much space to explain his character's motivation (apparently ambition rather than racism), and Sandra Bullock's only function seems to be as eye candy, which she admittedly manages very well.<br /><br />At a fundamental level the film's heart is in the right place in being opposed to racism, and I get the impression that it tried to set out to be some kind of definitive treatment of racism, perhaps why so many famous names agreed to be in it. However, it seems the writers bit off far more than they could chew (I haven't read the book, so I don't know how much of that is down to Grisham). The biggest problem, as many others have said, is that it ends up advocating vigilante justice. Aside from the fact that I don't agree with that position, I don't think that such a view actually helps the anti-racist cause at all - it's more likely to be applied to acquit white defendants who kill black victims. At the end the prosecutor invites the jury (and the audience) to imagine that the raped girl was white - but follow that through and imagine the defendant to be a white man who murdered black rapists ... in the end the message seems to be that it's OK to kill someone as long as you hate them enough. It's also convenient that the man killed was presented as totally evil and his guilt was in no doubt, which removes any of the moral ambiguity likely in a real case.<br /><br />Samuel L Jackson gives an excellent performance, but unfortunately this also undermines the plot - he comes across as someone with considerable integrity, but it's hard to believe that he would be willing to hide behind an insanity plea (and indeed he doesn't, when push comes to shove). We're presumably supposed to think that it's because he faces the death penalty, but in fact at one point he's offered a plea of manslaughter, although if you blink you might miss it. Why not take it, given that he must know his chances of acquittal are slim? Or if he wants to make a stand in court, why plead insanity?<br /><br />There are less serious flaws too. The medical experts, on whose testimony the case supposedly rests, are jokes - both are discredited for highly implausible reasons, and neither of them offers any real psychiatric diagnosis. The message seems to be that expert witnesses will say whatever they're asked to say, and shouldn't be believed. The fact that the injured policeman supports Jackson is moderately plausible, but still a bit convenient (and what if he had died?) I find it hard to believe that the KKK would march down the street in broad daylight. Other apparently serious crimes (riot, arson, kidnapping, attempted murder) go by without any visible attempt to detect or prosecute them. And the scene where the dog comes bounding back is ludicrous.<br /><br />My final reaction is to be left feeling rather dirty - as though I must be a racist because I disagree with the resolution. It may be that the film intended to explore different viewpoints and leave the audience to decide, but if so they seem to have forgotten it by the time they got to the end. The film did make me think about my views, read what other people thought here and add my own opinion, so at some level maybe it succeeded - but I worry that it may have re-inforced highly illiberal views in some people, which I hope is the opposite of what it intended.<br /><br />Final thought - try watching Law and Order, it covers issues like this with much more depth in about 38 minutes of screen time!",negative
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Alice, having defeated Freddy at the end of the last film, is now trying to re-adjust her life. But her unborn child is carrying a demonous presence- Freddy, trying to come out into their world again.<br /><br />It's interesting to note the directors who got their big breaks directing Freddy films- Charles Russell (Eraser, The Mask) Renny Harlin (The Long Kiss Goodnight, Cutthroat Island, Cliffhanger, Die Hard 2) and here Stephen Hopkins (Lost in Space, Predator 2.) But while Russell and Harlin made a good job of it, Hopkins IMO has made something of a podge with this entry, that should be quickly forgotten.<br /><br />The story is clearly being stretched as far as it can go here, with Freddy ludicrously a father himself and the ridiculous looking demon baby. Even at about an hour and a half, it all gets rather tiresome, and of course, not scary at all.<br /><br />The ""bon appetit, bitch"" catch-phrase is the only memorable point of this other wise very forgettable entry. *",negative
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",positive
"The brands in this film, like Suit Supply, take away from the story, cause it's supposed to be set in the eighties. It's not a very thrilling film. Also, the single from Intwine on the soundtrack is very bad, it has a chorus that is repeated numerous times', like ""I'm a cruel man, I take it all away, I'm a cruel man I'm here to stay.."" Jeeez couldn't those asswipes have come up with something better than that? I guess they wrote it in a couple of minutes..<br /><br />It's really annoying, just like the product placement in this filmproduct,that cashes in on the controversy and publicity around a criminal who should not be a celebrity like he is now made out to be, but should be forgotten like rats ought to be.",negative
"My friend gives me these 3 huge boxes. ""They're laserdiscs of Flash Gordon serials,"" he says. ""I'm gonna have some giant coasters,"" I say. But not so. This serial rocks. (But I had to whine & moan to almost everyone I knew to find a laserdisc player for em).<br /><br />There is really a little of everything in this serial: There are lion-men, hawk-men, shark-men, Earthmen, & I guess you'd call em Mongo-men. The sets & costumes combine, Greek, Roman, Oriental, Egyptian and there's even armour like English knights. Awesome costumes. And some of it was a riot. Those horrible tights with shorts over em worn by Zarkov are beyond description. And the guys in the furnace scene seem to be wearing boxers.<br /><br />It's also funny the way they renamed the octopus to an octosack, the orangutan to orangapoid, and the tiger to a tigron. There's even a dragon (a Godzilla-like creature who threatens Flash on a couple of occasions before being killed off).<br /><br />You like the Invisible Man? This has got you covered. You like sword fights, wrestling (both animals & men), fist fights? Plenty for any taste. We have an underwater city, a sky city, a city on top of a mountain, and tonnes of secret passages and caves.<br /><br />Hokey effects? Massive amounts. The sky city is supported by radium furnaces stoked like old-time steamships. The rocketships are ""powered"" by fireworks and have constant backfires and/or humming noises. Lots of wires are visible holding things up (like food when Flash was invisible and of course rocketships). There's clouds out in space, but none around the earth when viewed from Mongo. ""Giant"" lizards show up briefly. Fighting sea creatures supposedly threaten Flash & co. on the way to the shark-men's underwater city. The ""gadgets"" in Dr. Zarkov's lab crack me up. And they seem to be the same ones no matter what lab he's in (he worked in Ming's lab and Vultan's).<br /><br />And yeah, we have romance. Everyone wants Dale; Ming, Vultan, Flash. But at least one person wanted Princess Aura (Prince Baron) just not the person she would have preferred. In fact, it seems a lot of the sub-plots concern intrigue on the part of Princess Aura to try to win Flash.<br /><br />Man I think the characters are awesome. That fat, horse-laughing, King Vultan was hilarious. How he managed those wings was pure artistry. And Ming! What can I say about Ming? He was perfect. They should have had him for the emperor in Starwars. Ming has got to be my favourite character in this serial. Princess Aura was quite a little character too. And she pulled it off nicely. I think she's a better actress than Dale Arden by a long shot. Even the sneaky high priest had a distinctive role. Zarkov was good, but not the strongest character---and he always stood in the background during fight scenes holding Dale. Now we get to Flash: Flash, of course, was the strong point, the leader, the hero---and he did it well. Crabbe is a good actor and this role fit him perfectly.<br /><br />After watching this, I think I know where George Lucas got the main idea for Starwars. Watch this, you'll see what I mean.<br /><br />If you ever considered watching an old serial (or any serial for that matter), this should be your first choice. The only reason I didn't give this one a 10 is because of a few story holes that could have been fixed easily, the way the giant lizards seemed just tacked in there, and a couple of weak characters (king of shark-men & king of lion-men).",positive
"Having not read the book, I was more open to the fresh interpretation that each director gives to their medium (which is film, not ""to the letter"" reproductions of literature)on this particular film. I was happy that the holocaust that occurred in Russia (and it's neighboring countries) finally received some attention. The Nazis were particularly cruel to Russians and Russian Jews. If you read the histories and see the monuments built in Smolensk and nearby regions you will understand this movie and why many kept silent when they should've spoken up.<br /><br />It was certainly time for this to be chronicled and I hope that more stories will come out of this. It's high time.",positive
"It's now 2005 and 15+ years since this cartoon first aired. I haven't actually watched it seriously or closely in about 10 years. Now that I'm an adult in my 30s I can look back with a serious eye as I watch the episodes again.<br /><br />In concept, the cartoon is partly an homage to the classic Looney Tunes but also its own original show. There are a few episodes that are structured like the old cartoons. For example, there is a singer that attacks Buster and so he exacts revenge on this singer's concert -exactly like the old Bugs Bunny cartoon. The ensuing cartoon is similar to Looney Tunes, just in a different era. If you look at the old Looney Tunes, they did an awful lot of stuff exactly like Tiny Toons did. The old Looney Tunes made a lot of social commentary and parody. There were celebrity impersonations. There were a lot of corny period jokes, slang, and dialog. The comedy was surreal and wacky. You can say this exactly for Tiny Toons as well. The comedy styling is 'spiritually' the same. Most definitely a throwback to the classics which hadn't been done well (if at all) in cartoons in the decades prior to this show. We recognize the cultural references in Tiny Toons and we can roll our eyes when something we don't like comes up. But the reason we don't think Looney Tunes are corny is because we weren't alive back in the 40s. Also, Looney Tunes was original back in those days but today cartoons are rehashed over and over. So it's easy to perceive Tiny Toons in an unfair light due to our exposure to current events and our overexposure to cartoons in general.<br /><br />There certainly are differences in many respects - the timing, the delivery, and obviously the duration of the shows. They are two different styles from two different periods, being done under two very different circumstances - Looney Tunes being made for adults in theaters and Tiny Toons being made for kids watching TV. Even so, they did a good job making an original show with original gags AND still paying homage to and patterning after the comedy stylings of the old Looney Tunes.<br /><br />Since Tiny Toons had a lot more time to play with, they had some genuine moments of great animated inspiration. You only have to look at episodes like 1 minute to 3, the baby Plucky toilet episode.. there are so many more. For example, one of the best comedy dialog exchanges ever animated is in ThirteenSomething when Babs and Buster are on the phone in a split screen, hoping each misses the other. The miscommunication is spectacular. Notably, the character development in this episode and in several others (usually the ones penned by Deanna Oliver or Sherri Stoner) is rather good. The female characters were taken seriously as personalities and developed, unusual considering the opposite is usually true for cartoons of that period.<br /><br />This was the first modern cartoon that had lots of both pop culture-referential and self-referential humor. This was way ahead of its time. Tiny Toons really opened up a door for writers to take comic liberties that are so common in the cartoons today, instead of doing the boring old crap we endured as 80s kids. Yes, I loved Transformers and Thundercats, but Tiny Toons totally jumped away from all that. It was a breath of fresh air. Bakshi's New Adventures of Mighty Mouse may have been a precursor, but Tiny Toons made this surreal style of comedy cartoon writing a real success.<br /><br />As a kid I totally overlooked some jokes. For example, one episode is an homage to the Marx Brothers that I completely ignored as a teen. Now I have a newfound respect for it. There are so many inspired gags that I never noticed that are genuinely brilliant. It's that kind of comedy that makes me think of Looney Tunes and Family Guy. I NEVER noticed that kind of comedy as a kid. I've been thinking this for most episodes I watched recently.<br /><br />You'd notice these kinds of things if you actually WATCHED the show. Unlike some other reviewers here who I know are unfairly judging it, I've seen all the episodes and have thought about them thoroughly, exposed both as a kid and as an adult.<br /><br />You can tell there was an awful lot of care taken with the voice acting too. I'm not talking about just the main characters, but the side characters were done really well and creatively too. But back to the main characters, some of the main characters were brilliant. Tress MacNeille had, in my opinion, her best performances in this cartoon. She hasn't been the same since. Rob Paulsen also did some incredible stuff here, too.<br /><br />This is all not to say the show didn't have some bad episodes. It had plenty. It had a lot of mediocre ones, too. But by far it certainly had a lot of genuinely funny episodes. Especially back when it first aired it was actually funny to watch.<br /><br />Out of 10 I give the show an 8.5 - and kudos for pushing the envelope and breaking down the doors leading to a new era of cartoons.",positive
"Though Cher and Cage are the focal points of this story, Gardenia and Dukakis are good counterparts for them- this is where Loretta and Ronny will be in 50 years- still in love. The whole cast does a nice job from Aiello to John Mahoney- it shows a real slice of life. Though I saw this long ago- I am glad it finally catapulted Cage to the place where he was recognized in Hollywood for his talent. From the music to the scenes at the opera to the kitchen table arguments- this is a very entertaining movie.",positive
"Along with Fernando Fragata, João Mário Grilo, Abi Feijó, Leonel Vieira, étc...(other commercial directors), Diamantino Costa is one of the best Portuguese Directors; ""O Lampião da Estrela"" was his (Diamantino Costa) First movie, before he made several successful commercials. This title is starred by one of the best Portuguese comedians of all times, Herman José and José Pedro Gomes are great. Its a very funny movie!! (28/07/2000)<br /><br />BOA SORTE DIAMANTINO...",positive
"Anyone notice that Tommy only has 3 facial expressions.<br /><br />1. The angry eyes look he gives every enemy. 2. The holding of the hands to face, mouth agape and frightened eyes. 3. The smiling Tommy Turnbull.<br /><br />I have to say that i pretty much hate this show, i don't watch it but it's like Code Lyoko, we've all watched at least one, i must say that this show is borderline racist, uninteresting and pointless.<br /><br />every episode ends with robotboy winning, except for one exception when robotboy basically let this overly geeky freakazoid fly away on a jetpack.<br /><br />The jokes are pretty crude too, i think it's mostly people saying the word ""Suck"" or farting, i think the bullies of the show are quite shocking too.<br /><br />Isn't there one that hides a bowling ball under his hate, and the other uses a chain, for god sake, what kind of school is he going to. Not to mention his older brother, who is borderline psychopathic and has no other character qualities.<br /><br />The whole show i feel is ripping off megas XLR and Fosters. Like you could say the trio of coop, jamie and Kiva, as well as Robotboy being similar to Megas where he beats everyone no matter what the odds and he's free spirited despite being a robot.<br /><br />There is simply no appeal to this show, i'm surprised that it's still running.",negative
"THE FEELING of the need to have someone play the role of Arbiter of Public Taste and Political Correctness always manages to get under our skin. It does seem that these self-appointed, self-superior, pseudo-intellectual types do appear everywhere; be it in one's family, church or bowling league.<br /><br />THESE are the guys who would have society completely disregard and ignore all that went before us; unless, of course, whatever 'it' is does not fly in the face of today's ""acceptable"" language, mores and general ""standards"" of ""proper"" behavior.<br /><br />SO it is that these latter day, high tech book burners have targeted a great deal of what was Hollywood's greatest achievement; namely their participation in our own Allied Propaganda via their unselfishly crafted message and theme films.<br /><br />COLDLY brutal in its generation, the Banned Code and List of Now Unacceptable extends into the Wartime Cartoons that don't meet with the new touchy, feely socially engineered 'official' attitudes; which these ""Thought Police"" have foisted down upon us.<br /><br />WE were truly surprised to see that there seem to be volumes of such animated short subjects. The majority we are aware of are from Warner Brothers' LOONEY TUNES and MERRIE MELODIES; featuring Bugs, Daffy, Elmer & Porky, all in conflict with Hitler, Goerring, 'Il Duce', Tojo and the like. Surprisingly though, we found an ample supply of cartoons from MGM, Walt Disney, Lantz, Paramount-Famous Studios and the Brothers Fleischer.<br /><br />YOU'RE A SAP MR. JAP (Famous Studios/Paramount Pictures, 1942) is a prime example of just what we're talking about.<br /><br />BEING virtually indiscernible from the cartoons that were the output of the Studios of Max and Dave Fleischer before the 1941 business coup-de-tat that moved them out, bringing the new name of ""Famous"" Studios, YOU'RE A SAP MR. JAP bore none of the bland plot elements that would reduce the latter day Popeye Cartoons down to the level of the ultimate formula short movie.<br /><br />WE all remember how we'd have Popeye and Olive Oyl together. Enter Bluto, usually the exponent of wolf whistle and an on acceptable on-screen version of a Male reaction to feminine pulchritude. Olive falls for Bluto's less than honorable attentions; until he gets a little too physical and invariably blurts out, ""Hey Babe, how 'bout a kiss?"" At this point we hear ""Help! Help, Popeye and the diminutive sailor shows up to save the day; replete with the obligatory can of Spinach! DO we exaggerate, Schultz? ONCE again this JAP SAP cartoon is nothing like any of that. Oh sure, it follows the storyline of now having Popeye in the U.S. Navy. The Brothers Fleischer put the little guy in the service in 1941 to conform to the mood in the country and as an open gesture of support for the men now being conscripted in the first Peacetime Draft in United States History. Max and Dave even put Popeye in service aboard the mythical Battleship, the U.S.S. Pensyltucky.<br /><br />OUR point is just this. YOU'RE A SAP MR. JAP and others like SPINACH FER Britain aren't cartoon vehicles for comic relief in the Theatre's program at all in the true sense. Rather they are a sort of grouping of Editorial Cartoons much like those from any ""Great Metropolitan Newspaper"". These animated shorts, much like those still one panel illustrations, have characters that are highly symbolic and representative of Nations, Ideas and Ideals, such as a just and lasting Peace. In most cases, the hero (Popeye, Bugs Bunny or whoever) is alone with the symbol of the Enemy. Both are highly exaggerated visual metaphors for abstract concept and thought; even if they are cloaked in humorous trappings for wider palatability.<br /><br />OUR liberal stupidgencia (the antithesis of intelligencia) may not see themselves this way; but for this sort of behavior, they are no more than Neo Nazi Book burners.<br /><br />PLEASE, allow the future generations to view and appreciate a view of past happenings that is both Historical and Humorous.<br /><br />POODLE SCHNITZ!!",positive
"I always enjoy seeing movies that make you think, and don't just drip-feed the answers to their audience. ""Revolver"" is one of these films, and although many reviewers have stated that it is difficult to follow, with a bit of concentration and an open mind I got it. First time. True, it doesn't compare to other mind-mucks like ""The Usual Suspects"" or ""Memento"", but in its own right its an intelligent and thought-provoking film. <br /><br />Another thing I really liked about this film is how damn beautiful it is. Every scene, every camera angle seems to have been thought about for ages. If you see it you'll know what I mean.<br /><br />So, to conclude... watch it with an open mind and you may enjoy it. If not, well, no-one ever said ""Revolver"" is for everyone. And that's my 2 cents.",positive
"So, where are the cannibals? Those intrigued by the title and the 'real cannibal' appeal of this film will be let down. Instead, we are shown a strange man and his re-visiting of a Papua New Guinea village full of natives, one of whom was his lover several decades prior. The man, Tobias Schneebaum is New York Jewish as they come and somehow, this is intertwined with the documentary as he appears in his yamika in several scenes.<br /><br />There are no real cannibals here: only stories relayed by some of the natives and by Tobias himself. Not all together a bad film. Very interesting and great cinematography. Schneebaum remains highly likable throughout and provides us with a fascinating glimpse into a life that is about as far removed from Western Civilization as one can get.<br /><br />It's just not what it claims to be on the cover and in the plot summary.<br /><br />4 out of 10, kids.",negative
"Okay, I am a fan of the Nightmare series and everyone says on here that this is the worst! But it's NOT!!! Haven't's you seen Freddy's Revenge??? WTF! That was the worst of all!!! Now this movie is pretty decent and it sticks to the Freddy story and it's cool that he had a daughter etc. etc.<br /><br />And then I found out it was in 3-D!!! I was so excited, I remember when I saw it on the DVD box set I instantly skipped to the 3-D sequences. Quite a lot was in 3-D though like Lisa Zanes hand, Dream Demons, Freddy's Claw (more than once), Lezlie Dean holding a knife, Lisa Zane with a Baseball Bat, Doc's hand, Freddy's head exploding.<br /><br />I truly loved this movie because it was in 3-D, but I wish the whole movie was in 3-D not just the last 15 minutes.<br /><br />By the Way it's 15 minutes NOT TEN!!!!!!!!!!!!!!!!",positive
"LIGHTS OF NEW YORK was the first ""all-taking"" feature film, coming in at a brisk 57 minutes and directed by Bryan Foy (of the famous vaudeville family).<br /><br />The story has two dopey barbers (Cullen Landis, Eugene Palette) yearning for a chance at ""big city life"" and getting involved with gangsters and bootleg booze. One of the guys gets framed for the murder of a cop but is saved at the last minute by a gun moll (Gladys Brockwell).<br /><br />Much of the story takes place in a night club called The Night Hawk, which is run by a crook named Hawk (Wheeler Oakman) who has his eye on a pretty chorine (Helene Costello) who is the girl friend of Landis. Costello gets to do a brief dance, and we hear Harry Downing (made up to resemble Ted Lewis) sing ""At Dawning) in his best Al Jolson style.<br /><br />The acting ranges from good (Palette and Brockwell) to awful (Oakman). A couple of the actors muff their lines but then keep right on with the scene. As noted elsewhere this was intended to be a short 2-reeler and was made on a shoestring budget. Yet the sound quality is surprisingly good, the voices all register clearly, and there is a neat cinematic touch in the silhouette death.<br /><br />The film was a box-office smash even though it was shown as a silent film where theaters were not wired for the new sound technology. No one expected this little film to gross an amazing $1.3 million. It briefly made stars of Costello and Landis and certainly launched Palette on his long career as a star character actor.<br /><br />Co-stars include Mary Carr as the mother, Robert Elliott as the detective, Eddie Kane as the street cop, and Tom Dugan as a thug.",positive
"Even though this is the first film by the broken lizard group, it's the last one I saw. Having mildly enjoyed Super Troopers, and managed to sit through the crap that is club dred and beerfest, I was surprised to hear they did an earlier film. Now i didn't sit down with high hopes, but was hoping for a funny campus romp. My friend asked me to keep in mind they are younger (obviously) and its their first foray into film. I did and was still disappointed. Not taking away the acting and comedy skills of the BL guys, they were OK. The whole film was tiresome, clichéd and frankly boring. Some of the other actors in the film were really poor at acting. And the Rugby game didn't even resemble rugby. Poor showing. They improved drastically with Super Troopers and have declined since. Lets hope they get back on form with Super Troopers 2",negative
"I don't think a movie like this would be released today. It takes it's time to present the depth of the characters and the plot isn't full of twists and turns to keep you on the edge of your seat.<br /><br />But, what this film does have: an interesting study in how families' deal with grief. How when the language for healing and over-coming tremendous loss leaves us mute, and we rely on raw emotions instead. Grief without reason and patience is anger, even hate. And unfortunately, the lead character (a young boy who accidently shoots and kills his brother while hunting) in the film is given more than his fair share of it. He eventually leaves and moves in with his grandfather (Wilford Brimley) who makes it clear to him that it WAS an accident. I got the impression that this young man knew that in his heart, but needed to hear those words from his parents, and to receive their forgiveness.<br /><br />What I loved about this film: the lack of dialog. There was a tremendous emphasis on physical reaction, facial expressions. And the slower pace of the film allows you to really watch the reactions of the actors. Something we don't get to do alot of with today's films.<br /><br />",positive
"I voted this a 10 out of 10 simply because it is the best animated story I have been able to see in quite some time. The animation is stunning. The artwork behind each and every landscape was beautiful. From the colors to the lighting to the not standard fare of artistry. I was amazed. Moving beyond the beauty on the screen, you are immersed in a storyline that is at once timeless and at the same turn fresh. Character development is brief yet these touchstone moments are exactly what is needed to clue the viewer in to what and why and how the character has come to where they stand. I'm impressed with the entire affair and think this is a must see for the entire family.",positive
"Dolph Lundgren stars as a former cop/boxer who searches Boston's kinky scene to find out who killed his brother,who was well thought of in the community, however along the way he learns how his brother enjoyed kinky sex and that a serial killer is to blame. Dolph Lundgren is very good in this movie, in fact on the basis of his performance here, one would forget Lundgren's rise to fame involved action roles. That said the material gives Lundgren nothing to work with, in fact, Lundgren is completely left out to dry in a dreary thriller which is both predictable and incomprehensible. Co-Star Danielle Brett is also good, in fact the film works best when it centers around the chemistry of Lundgren and Brett, indeed had the film taken the time to explore their relationship the film would've been fairly decent. However the movie is lackluster, the action is non-existent, the plot not given enough exploration (Too much boring B.S around Lundgren's investigation of his brother's employer) and the film is needlessly gory and ridiculous. Once again, Lundgren is actually really good (As is newcomer Danielle Brett) but the film just lumbers from one sequence to the next, which makes this movie particularly disappointing. If anything else though, it shows how underrated Lundgren is, as an actor.<br /><br />*1/2 Out Of 4-(Poor)",negative
"Why, o' WHY! ...did I pick this one up? Well... i needed a no-brainer in the summer heat, and the cover looked cool.<br /><br />Of course I should've known better. This is a really, really bad movie. And it gets embarasing when the makers know it's bad, and try cover it up by adding some sexy/beautiful women, and some sex-scenes to it. Well, folks... it does'nt cut it, does it!<br /><br />If you WOULD like a cool movie about a big reptile that is actually very, very good, well-played and funny: go rent Lake Placid! (that is an order)",negative
"The Haunting is a film that boasts a really creepy house, good effects work and sound work, a cast that seems to believe that everything around them is real and that house. There are scenes that make you jump, and the sinister aspects of what went on at Hill House in the past, I found interesting. There are genuinely creepy moments in the film and I liked the way the ghosts manifested themselves in sheets, curtains and the house itself. Jerry Goldsmith's score gave it the right atmosphere and the sound design had voices popping up around you. What I wish could've happened is for something a little more intense. Jan De Bont had a PG-13 rating to contend with and I think that he held back a little too much. Poltergeist scared me silly when I saw it many years ago, and it still holds up. The Haunting could've used a few more scenes of pure terror. The ending was for me, a little anticlimactic. Overall, I enjoyed it. The acting is good and there are moments that make you jump. I just wish it scared me more.",positive
"A wonder. One of the best musicals ever. The three Busby Berkely numbers that end the movie are spectacular, but what makes this film so wonderful is the incredible non-stop patter and the natural acting of Cagney and Blondell. (Keeler is also lovely, even though she may not have been a great actress). There's a freshness in the movie that you don't see in flicks today, much less in the usually stilted 30s films, even though the plot, involving the setting up of movies prologues, is quite dated.",positive
"A hilarious and insightful perspective of the dating world is portrayed in this off beat comedy by first time writer/director Peter M. Cohen. The story unfolds as the four male protagonists meet weekly at the local diner to confer about their dating woes. We meet Brad: a good-looking, wall-street playboy with a quick-wit and sharp tongue; Zeek: a cynical, sensitive writer; Jonathan: a sexually perplexed nice guy with an affinity for hand creams and masturbation; and Eric: the married guy, who cherishes his weekly encounters with his single friends in hope for some enlightenment to his boring and banal married existence. The trials and tribulations of the men's single lives in New York are amusingly expressed, mirroring that of Sex in the City and HBO's new comedy The Mind of Married Man, and bring an astute light to scamming. The story takes a twist as the three singletons meet Mia--wittily played by Amanda Peet-and all fall for her. She seduces them each with her uncanny ability to conform to the personalities' they exhibit. When they come to realize they have all met and fallen in love with the same woman, they chose her over their friendship. Whipped is a realistic portrayal of the dating world, one that the critic's failed to recognize. In plain language, they missed the point. The protagonist's here are caricatures of real people. The exaggerations are hysterical, mixing satire and humility, and are not to be taken as seriously as the critic's disparagement suggests. See this movie, you'll laugh from start to finish.",positive
"I can't add much to what has been said already, except I'm going to have to because of the 10 lines minimum policy.<br /><br />I've actually got this on a VHS-to-DVD copy, but the quality is quite poor and I desperately need for it to be officially released.<br /><br />I can just imagine what extras I would like to see (Tim Healy's character swearing his way through one of those 'Football Bloopers' type programmes would be great!). You can imagine it now, can't you? But of course, it looks like most people will have to carry on dreaming about a DVD release.<br /><br />Surely to God there must be someone in the DVD releases department at ITV who also knows something about British culture, is web savvy and has enough about them to look at IMDb now and again? Oh, well.",positive
